"Identificador URL";Nome;Categorias;"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";Preço;"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";Estoque;SKU;"Código de barras";"Exibir na loja";"Frete gratis";Descrição;Tags;"Título para SEO";"Descrição para SEO";Marca;"Produto Físico";"MPN (Cód. Exclusivo, Modelo Fabricante)";Sexo;"Faixa etária";Custo
prod-sutia-rendado-com-base-em-espuma-duhellen-branco-5912;"Sutiã Rendado Com Base em Espuma Duhellen Branco 5912";"Sutiãs > Base em Espuma, Sutiãs > Rendados, #DuhLovers > Amanda Nunes, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Gabi Frienzzo, #DuhLovers > Jéssica Gomes, #DuhLovers > Lara Cunha, #DuhLovers > Larissa Caetano, #DuhLovers > Marina Batista, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 , DUHSALE";Cor;Branco;Tamanho;"P (42)";;;119.00;79.00;0.10;8.00;16.00;35.00;6;5912BCOP;7,90E+12;SIM;NÃO;;"Sutia Rendado Com Base em Espuma Duhellen Branco 5912";"Sutiã Rendado Com Base em Espuma Duhellen Branco 5912";;"Duhellen Lingerie";SIM;5912BCOP;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-branco-5912;;;Cor;Branco;Tamanho;"XG (50)";;;119.00;79.00;0.10;8.00;16.00;35.00;2;5912BCOXG;7,90E+12;;;;;;;;;5912BCOXG;Feminino;Adulto;30.00
prod-sutia-rendado-com-base-em-espuma-duhellen-bordo-5912;"Sutiã Rendado Com Base em Espuma Duhellen Bordô 5912";"Sutiãs > Base em Espuma, Sutiãs > Rendados, Sutiãs > Sutiãs por 49 reais cada!, Coleções > Rouge, OUTLET > Sutiãs, #DuhLovers > Amanda Nunes, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Gabi Frienzzo, #DuhLovers > Jéssica Gomes, #DuhLovers > Lara Cunha, #DuhLovers > Larissa Caetano, #DuhLovers > Marina Batista, #DuhLovers > Sophia Marins, 48 Horas\, 48 modelos por 48 reais, 3 Sutiãs por R$129 ";Cor;Bordô;Tamanho;"P (42)";;;119.00;49.00;0.10;8.00;16.00;35.00;2;5912BORP;;SIM;NÃO;;"Sutia Rendado Com Base em Espuma Duhellen Bordo 5912";"Sutiã Rendado Com Base em Espuma Duhellen Bordô 5912";;"Duhellen Lingerie";SIM;5912BORP;Feminino;Adulto;30.00
prod-sutia-basico-com-base-em-espuma-duhellen-preto-5909;"Sutiã Básico Com Base Em Espuma Duhellen Preto 5909";"Sutiãs > Básicos, Sutiãs > Base em Espuma, Coleções > Basic, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Gabi Frienzzo, #DuhLovers > Gabi Lima, #DuhLovers > Jéssica Gomes, #DuhLovers > Lara Cunha, #DuhLovers > Lais Crisostomo, #DuhLovers > Larissa Caetano, #DuhLovers > Marina Batista, #DuhLovers > Nayane Alcantara, #DuhLovers > Pamela Otero, #DuhLovers > Sophia Marins, #DuhLovers > Vittoria Dutra";Cor;Preto;Tamanho;"P (42)";;;149.00;137.00;0.10;8.00;16.00;35.00;32;5909PTOP;7,90E+12;SIM;NÃO;;"Sutia Basico Com Base Em Espuma Duhellen Preto 5909";"Sutiã Básico Com Base Em Espuma Duhellen Preto 5909";;"Duhellen Lingerie";SIM;5909PTOP;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-preto-5909;;;Cor;Preto;Tamanho;"M (44)";;;149.00;137.00;0.10;8.00;16.00;35.00;10;5909PTOM;7,90E+12;;;;;;;;;5909PTOM;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-preto-5909;;;Cor;Preto;Tamanho;"G (46)";;;149.00;137.00;0.10;8.00;16.00;35.00;25;5909PTOG;7,90E+12;;;;;;;;;5909PTOG;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-preto-5909;;;Cor;Preto;Tamanho;"GG (48)";;;149.00;137.00;0.10;8.00;16.00;35.00;46;5909PTOGG;7,90E+12;;;;;;;;;5909PTOGG;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-preto-5909;;;Cor;Preto;Tamanho;"XG (50)";;;149.00;137.00;0.10;8.00;16.00;35.00;27;5909PTOXG;7,90E+12;;;;;;;;;5909PTOXG;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-branco-5909;"Sutiã Básico Com Base Em Espuma Duhellen Branco 5909";"Sutiãs > Básicos, Sutiãs > Base em Espuma, Coleções > Basic, #DuhLovers > Amanda Tayar, #DuhLovers > Andrea Maluxenas, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Gabi Frienzzo, #DuhLovers > Gabi Lima, #DuhLovers > Jéssica Gomes, #DuhLovers > Katia Carvalho, #DuhLovers > Lara Cunha, #DuhLovers > Larissa Caetano, #DuhLovers > Marina Batista, #DuhLovers > Nayane Alcantara, #DuhLovers > Sophia Marins";Cor;Branco;Tamanho;"P (42)";;;149.00;137.00;0.10;8.00;16.00;35.00;7;5909BCOP;7,90E+12;SIM;NÃO;;"Sutia Basico Com Base Em Espuma Duhellen Branco 5909";"Sutiã Básico Com Base Em Espuma Duhellen Branco 5909";;"Duhellen Lingerie";SIM;5909BCOP;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-branco-5909;;;Cor;Branco;Tamanho;"M (44)";;;149.00;137.00;0.10;8.00;16.00;35.00;25;5909BCOM;7,90E+12;;;;;;;;;5909BCOM;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-branco-5909;;;Cor;Branco;Tamanho;"G (46)";;;149.00;137.00;0.10;8.00;16.00;35.00;1;5909BCOG;7,90E+12;;;;;;;;;5909BCOG;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-branco-5909;;;Cor;Branco;Tamanho;"GG (48)";;;149.00;137.00;0.10;8.00;16.00;35.00;16;5909BCOGG;7,90E+12;;;;;;;;;5909BCOGG;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-branco-5909;;;Cor;Branco;Tamanho;"XG (50)";;;149.00;137.00;0.10;8.00;16.00;35.00;17;5909BCOXG;7,90E+12;;;;;;;;;5909BCOXG;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-bege-5909;"Sutiã Básico Com Base Em Espuma Duhellen Bege 5909";"Sutiãs > Básicos, Sutiãs > Base em Espuma, Coleções > Basic, #DuhLovers > Consultora Dai, #DuhLovers > Dra. Marianna Mármora, #DuhLovers > Gabi Camargo, #DuhLovers > Gabi Frienzzo, #DuhLovers > Gabi Lima, #DuhLovers > Jéssica Gomes, #DuhLovers > Kamila Smaili, #DuhLovers > Lara Cunha, #DuhLovers > Larissa Caetano, #DuhLovers > Marina Batista, #DuhLovers > Nayane Alcantara, #DuhLovers > Pamela Otero, #DuhLovers > Sophia Marins";Cor;Bege;Tamanho;"P (42)";;;149.00;137.00;0.10;8.00;16.00;35.00;17;5909BEGP;;SIM;NÃO;;"Sutia Basico Com Base Em Espuma Duhellen Bege 5909";"Sutiã Básico Com Base Em Espuma Duhellen Bege 5909";;"Duhellen Lingerie";SIM;5909BEGP;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-bege-5909;;;Cor;Bege;Tamanho;"M (44)";;;149.00;137.00;0.10;8.00;16.00;35.00;24;5909BEGM;;;;;;;;;;5909BEGM;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-bege-5909;;;Cor;Bege;Tamanho;"G (46)";;;149.00;137.00;0.10;8.00;16.00;35.00;51;5909BEGG;;;;;;;;;;5909BEGG;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-bege-5909;;;Cor;Bege;Tamanho;"GG (48)";;;149.00;137.00;0.10;8.00;16.00;35.00;29;5909BEGGG;;;;;;;;;;5909BEGGG;Feminino;Adulto;25.05
prod-sutia-basico-com-base-em-espuma-duhellen-bege-5909;;;Cor;Bege;Tamanho;"XG (50)";;;149.00;137.00;0.10;8.00;16.00;35.00;32;5909BEGXG;;;;;;;;;;5909BEGXG;Feminino;Adulto;25.05
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;"Sutiã Tomara Que Caia Rendado Preto 5312";"Sutiãs > Tomara Que Caia > Super Sustentação, Sutiãs > Rendados, Sutiãs > ShapeWear, #DuhLovers > Carol Magon, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Jessica Albuquerque, #DuhLovers > Lara Cunha, #DuhLovers > Larissa Caetano, #DuhLovers > Maria Faceira, #DuhLovers > Pamela Otero, #DuhLovers > Sophia Marins, #DuhLovers > Todas na Modinha, 48 Horas\, 48 modelos por 48 reais";Cor;Preto;Tamanho;"P (42)";"Largura do Tórax";"(66 a 70 cm) P/PP";149.00;137.00;0.10;8.00;16.00;35.00;7;5312PTOPCPP;7,90E+12;SIM;NÃO;;"Sutia Tomara Que Caia Rendado Preto 5312";"Sutiã Tomara Que Caia Rendado Preto 5312";;"Duhellen Lingerie";SIM;5312PTOPCPP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"P (42)";"Largura do Tórax";"(74 a 78 cm) P/M";149.00;137.00;0.10;8.00;16.00;35.00;10;5312PTOPCM;7,90E+12;;;;;;;;;5312PTOPCM;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"P (42)";"Largura do Tórax";"(76 a 80 cm) P/G";149.00;137.00;0.10;8.00;16.00;35.00;18;5312PTOPCG;7,90E+12;;;;;;;;;5312PTOPCG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"M (44)";"Largura do Tórax";"(76 a 80 cm) M";149.00;137.00;0.10;8.00;16.00;35.00;7;5312PTOM;7,90E+12;;;;;;;;;5312PTOM;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"M (44)";"Largura do Tórax";"(66 a 70 cm) M/PP";149.00;137.00;0.10;8.00;16.00;35.00;8;5312PTOMCPP;7,90E+12;;;;;;;;;5312PTOMCPP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"M (44)";"Largura do Tórax";"(71 a 76 cm) M/P";149.00;137.00;0.10;8.00;16.00;35.00;7;5312PTOMCP;7,90E+12;;;;;;;;;5312PTOMCP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"M (44)";"Largura do Tórax";"(78 a 82 cm) M/G";149.00;137.00;0.10;8.00;16.00;35.00;10;5312PTOMCG;7,90E+12;;;;;;;;;5312PTOMCG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"M (44)";"Largura do Tórax";"(83 a 88 cm) M/GG";149.00;137.00;0.10;8.00;16.00;35.00;17;5312PTOMCGG;7,90E+12;;;;;;;;;5312PTOMCGG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"G (46)";"Largura do Tórax";"(70 a 74 cm) G/PP";149.00;137.00;0.10;8.00;16.00;35.00;4;5312PTOGCPP;7,90E+12;;;;;;;;;5312PTOGCPP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"G (46)";"Largura do Tórax";"(74 a 78 cm) G/P";149.00;137.00;0.10;8.00;16.00;35.00;20;5312PTOGCP;7,90E+12;;;;;;;;;5312PTOGCP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"G (46)";"Largura do Tórax";"(76 a 80 cm) G/M";149.00;137.00;0.10;8.00;16.00;35.00;8;5312PTOGCM;7,90E+12;;;;;;;;;5312PTOGCM;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"G (46)";"Largura do Tórax";"(85 a 90 cm) G/GG";149.00;137.00;0.10;8.00;16.00;35.00;18;5312PTOGCGG;7,90E+12;;;;;;;;;5312PTOGCGG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"G (46)";"Largura do Tórax";"(90 a 100 cm) G/XG";149.00;137.00;0.10;8.00;16.00;35.00;1;5312PTOGCXG;7,90E+12;;;;;;;;;5312PTOGCXG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"GG (48)";"Largura do Tórax";"(70 a 74 cm) GG/PP";149.00;137.00;0.10;8.00;16.00;35.00;17;5312PTOGGCPP;7,90E+12;;;;;;;;;5312PTOGGCPP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"GG (48)";"Largura do Tórax";"(74 a 78 cm) GG/P";149.00;137.00;0.10;8.00;16.00;35.00;6;5312PTOGGCP;7,90E+12;;;;;;;;;5312PTOGGCP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"GG (48)";"Largura do Tórax";"(80 a 86 cm) GG/G";149.00;137.00;0.10;8.00;16.00;35.00;9;5312PTOGGCG;7,90E+12;;;;;;;;;5312PTOGGCG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"GG (48)";"Largura do Tórax";"(90 a 100 cm) GG/XG";149.00;137.00;0.10;8.00;16.00;35.00;7;5312PTOGGCXG;7,90E+12;;;;;;;;;5312PTOGGCXG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"GG (48)";"Largura do Tórax";"(101 a 107 cm) GG/EG";149.00;137.00;0.10;8.00;16.00;35.00;15;5312PTOGGCEG;7,90E+12;;;;;;;;;5312PTOGGCEG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"XG (50)";"Largura do Tórax";"(92 a 100 cm) XG";149.00;137.00;0.10;8.00;16.00;35.00;2;5312PTOXG;7,90E+12;;;;;;;;;5312PTOXG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"XG (50)";"Largura do Tórax";"(70 a 78 cm) XG/P";149.00;137.00;0.10;8.00;16.00;35.00;11;5312PTOXGCP;7,90E+12;;;;;;;;;5312PTOXGCP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"XG (50)";"Largura do Tórax";"(79 a 86 cm) XG/M";149.00;137.00;0.10;8.00;16.00;35.00;3;5312PTOXGCM;7,90E+12;;;;;;;;;5312PTOXGCM;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-preto-5312;;;Cor;Preto;Tamanho;"XG (50)";"Largura do Tórax";"(101 a 107 cm) XG/EG";149.00;137.00;0.10;8.00;16.00;35.00;8;5312PTOXGCEG;7,90E+12;;;;;;;;;5312PTOXGCEG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;"Sutiã Tomara Que Caia Rendado Bege 5312";"Sutiãs > Tomara Que Caia > Super Sustentação, Sutiãs > Rendados, Sutiãs > ShapeWear, #DuhLovers > Carol Magon, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Jessica Albuquerque, #DuhLovers > Lara Cunha, #DuhLovers > Larissa Caetano, #DuhLovers > Maria Faceira, #DuhLovers > Pamela Otero, #DuhLovers > Sophia Marins, #DuhLovers > Todas na Modinha, 48 Horas\, 48 modelos por 48 reais";Cor;Bege;Tamanho;"P (42)";"Largura do Tórax";"(66 a 70 cm) P/PP";149.00;137.00;0.10;8.00;16.00;35.00;18;5312BEGPCPP;7,90E+12;SIM;NÃO;;"Sutia Tomara Que Caia Rendado Bege 5312";"Sutiã Tomara Que Caia Rendado Bege 5312";;"Duhellen Lingerie";SIM;5312BEGPCPP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"P (42)";"Largura do Tórax";"(74 a 78 cm) P/M";149.00;137.00;0.10;8.00;16.00;35.00;9;5312BEGPCM;7,90E+12;;;;;;;;;5312BEGPCM;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"P (42)";"Largura do Tórax";"(76 a 80 cm) P/G";149.00;137.00;0.10;8.00;16.00;35.00;10;5312BEGPCG;7,90E+12;;;;;;;;;5312BEGPCG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"M (44)";"Largura do Tórax";"(66 a 70 cm) M/PP";149.00;137.00;0.10;8.00;16.00;35.00;31;5312BEGMCPP;7,90E+12;;;;;;;;;5312BEGMCPP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"M (44)";"Largura do Tórax";"(71 a 76 cm) M/P";149.00;137.00;0.10;8.00;16.00;35.00;2;5312BEGMCP;7,90E+12;;;;;;;;;5312BEGMCP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"M (44)";"Largura do Tórax";"(83 a 88 cm) M/GG";149.00;137.00;0.10;8.00;16.00;35.00;3;5312BEGMCGG;7,90E+12;;;;;;;;;5312BEGMCGG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"G (46)";"Largura do Tórax";"(80 a 84 cm) G";149.00;137.00;0.10;8.00;16.00;35.00;17;5312BEGG;7,90E+12;;;;;;;;;5312BEGG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"G (46)";"Largura do Tórax";"(70 a 74 cm) G/PP";149.00;137.00;0.10;8.00;16.00;35.00;7;5312BEGGCPP;7,90E+12;;;;;;;;;5312BEGGCPP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"G (46)";"Largura do Tórax";"(74 a 78 cm) G/P";149.00;137.00;0.10;8.00;16.00;35.00;5;5312BEGGCP;7,90E+12;;;;;;;;;5312BEGGCP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"G (46)";"Largura do Tórax";"(76 a 80 cm) G/M";149.00;137.00;0.10;8.00;16.00;35.00;11;5312BEGGCM;7,90E+12;;;;;;;;;5312BEGGCM;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"G (46)";"Largura do Tórax";"(85 a 90 cm) G/GG";149.00;137.00;0.10;8.00;16.00;35.00;15;5312BEGGCGG;7,90E+12;;;;;;;;;5312BEGGCGG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"G (46)";"Largura do Tórax";"(90 a 100 cm) G/XG";149.00;137.00;0.10;8.00;16.00;35.00;9;5312BEGGCXG;7,90E+12;;;;;;;;;5312BEGGCXG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"GG (48)";"Largura do Tórax";"(70 a 74 cm) GG/PP";149.00;137.00;0.10;8.00;16.00;35.00;9;5312BEGGGCPP;7,90E+12;;;;;;;;;5312BEGGGCPP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"GG (48)";"Largura do Tórax";"(74 a 78 cm) GG/P";149.00;137.00;0.10;8.00;16.00;35.00;10;5312BEGGGCP;7,90E+12;;;;;;;;;5312BEGGGCP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"GG (48)";"Largura do Tórax";"(76 a 80 cm) GG/M";149.00;137.00;0.10;8.00;16.00;35.00;4;5312BEGGGCM;7,90E+12;;;;;;;;;5312BEGGGCM;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"GG (48)";"Largura do Tórax";"(101 a 107 cm) GG/EG";149.00;137.00;0.10;8.00;16.00;35.00;10;5312BEGGGCEG;7,90E+12;;;;;;;;;5312BEGGGCEG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"XG (50)";"Largura do Tórax";"(92 a 100 cm) XG";149.00;137.00;0.10;8.00;16.00;35.00;9;5312BEGXG;7,90E+12;;;;;;;;;5312BEGXG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"XG (50)";"Largura do Tórax";"(70 a 78 cm) XG/P";149.00;137.00;0.10;8.00;16.00;35.00;4;5312BEGXGCP;7,90E+12;;;;;;;;;5312BEGXGCP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"XG (50)";"Largura do Tórax";"(79 a 86 cm) XG/M";149.00;137.00;0.10;8.00;16.00;35.00;7;5312BEGXGCM;7,90E+12;;;;;;;;;5312BEGXGCM;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"XG (50)";"Largura do Tórax";"(86 a 92 cm) XG/G";149.00;137.00;0.10;8.00;16.00;35.00;6;5312BEGXGCG;7,90E+12;;;;;;;;;5312BEGXGCG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"XG (50)";"Largura do Tórax";"(90 a 96 cm) XG/GG";149.00;137.00;0.10;8.00;16.00;35.00;15;5312BEGXGCGG;7,90E+12;;;;;;;;;5312BEGXGCGG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-bege-5312;;;Cor;Bege;Tamanho;"XG (50)";"Largura do Tórax";"(101 a 107 cm) XG/EG";149.00;137.00;0.10;8.00;16.00;35.00;3;5312BEGXGCEG;7,90E+12;;;;;;;;;5312BEGXGCEG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;"Sutiã Tomara Que Caia Rendado Branco 5312";"Sutiãs > Tomara Que Caia > Super Sustentação, Sutiãs > Rendados, Sutiãs > ShapeWear, #DuhLovers > Carol Magon, #DuhLovers > Consultora Dai, #DuhLovers > Gabi Camargo, #DuhLovers > Jessica Albuquerque, #DuhLovers > Lara Cunha, #DuhLovers > Larissa Caetano, #DuhLovers > Maria Faceira, #DuhLovers > Pamela Otero, #DuhLovers > Sophia Marins, #DuhLovers > Todas na Modinha, 48 Horas\, 48 modelos por 48 reais";Cor;Branco;Tamanho;"P (42)";"Largura do Tórax";"(70 a 74 cm) P";149.00;137.00;0.10;8.00;16.00;35.00;10;5312BCOP;7,90E+12;SIM;NÃO;;"Sutia Tomara Que Caia Rendado Branco 5312";"Sutiã Tomara Que Caia Rendado Branco 5312";;"Duhellen Lingerie";SIM;5312BCOP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;;;Cor;Branco;Tamanho;"P (42)";"Largura do Tórax";"(66 a 70 cm) P/PP";149.00;137.00;0.10;8.00;16.00;35.00;5;5312BCOPCPP;7,90E+12;;;;;;;;;5312BCOPCPP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;;;Cor;Branco;Tamanho;"P (42)";"Largura do Tórax";"(74 a 78 cm) P/M";149.00;137.00;0.10;8.00;16.00;35.00;6;5312BCOPCM;7,90E+12;;;;;;;;;5312BCOPCM;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;;;Cor;Branco;Tamanho;"P (42)";"Largura do Tórax";"(76 a 80 cm) P/G";149.00;137.00;0.10;8.00;16.00;35.00;4;5312BCOPCG;7,90E+12;;;;;;;;;5312BCOPCG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;;;Cor;Branco;Tamanho;"M (44)";"Largura do Tórax";"(76 a 80 cm) M";149.00;137.00;0.10;8.00;16.00;35.00;2;5312BCOM;7,90E+12;;;;;;;;;5312BCOM;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;;;Cor;Branco;Tamanho;"M (44)";"Largura do Tórax";"(66 a 70 cm) M/PP";149.00;137.00;0.10;8.00;16.00;35.00;5;5312BCOMCPP;7,90E+12;;;;;;;;;5312BCOMCPP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;;;Cor;Branco;Tamanho;"M (44)";"Largura do Tórax";"(78 a 82 cm) M/G";149.00;137.00;0.10;8.00;16.00;35.00;5;5312BCOMCG;7,90E+12;;;;;;;;;5312BCOMCG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;;;Cor;Branco;Tamanho;"M (44)";"Largura do Tórax";"(83 a 88 cm) M/GG";149.00;137.00;0.10;8.00;16.00;35.00;9;5312BCOMCGG;7,90E+12;;;;;;;;;5312BCOMCGG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;;;Cor;Branco;Tamanho;"G (46)";"Largura do Tórax";"(85 a 90 cm) G/GG";149.00;137.00;0.10;8.00;16.00;35.00;7;5312BCOGCGG;7,90E+12;;;;;;;;;5312BCOGCGG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;;;Cor;Branco;Tamanho;"G (46)";"Largura do Tórax";"(90 a 100 cm) G/XG";149.00;137.00;0.10;8.00;16.00;35.00;5;5312BCOGCXG;7,90E+12;;;;;;;;;5312BCOGCXG;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;;;Cor;Branco;Tamanho;"GG (48)";"Largura do Tórax";"(70 a 74 cm) GG/PP";149.00;137.00;0.10;8.00;16.00;35.00;6;5312BCOGGCPP;7,90E+12;;;;;;;;;5312BCOGGCPP;Feminino;Adulto;30.00
prod-sutia-tomara-que-caia-rendado-duhellen-branco-5312;;;Cor;Branco;Tamanho;"GG (48)";"Largura do Tórax";"(74 a 78 cm) GG/P";149.00;137.00;0.10;8.00;16.00;35.00;17;5312BCOGGCP;7,90E+12;;;;;;;;;5312BCOGGCP;Feminino;Adulto;30.00
